Loading checkpoint models/117M/model.ckpt
Loading dataset...
100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 1/1 [00:00<00:00,  1.62it/s]
dataset has 61451752 tokens
Training...
[1 | 8.32] loss=2.05 avg=2.05
         """
        set_path(self.executor_path) [u'Run', u'to', u'run', u'a', u'the', u'script', u'with', u'to', u'list_list_list', u', u'sparsed_list', u')<|endoftext|>This is the first in a series of articles on the issue of 'non-cognitive processing', in which I will highlight just how complex cognitive and learning processes of the brain function. The issues of non-cognitive processing and its implications are well-researched in the article.


The neurobiology of non-cognitive processing and its benefits are now more complex and a topic of future research.


The effects of non-cognitive processes on learning and memory span into the complex of the brain. The complex includes complex neural networks, complex sub-cortical structures, complex and complex structures of the brain, the brain's processing and the process of acquiring, processing, and using them.


If for some reason you cannot get enough of the basic details of the brain, we think we must look at the different 'dysplacement' stages, the different processes, the different processing periods, the different function stages. This is one of the most complex questions in neurobiology and its importance today, in the fields of basic information processing, and of both learning and memory.<|endoftext|>The top 10 biggest new apps of 2014
The top 10 big new apps of 2014 is finally over!

[400 | 2410.69] loss=1.47 avg=1.33
[401 | 2415.89] loss=1.24 avg=1.33
[402 | 2421.06] loss=0.96 avg=1.33
[403 | 2426.21] loss=1.07 avg=1.33
[404 | 2431.29] loss=1.25 avg=1.33
[405 | 2436.61] loss=1.04 avg=1.32
[406 | 2441.86] loss=1.34 avg=1.32
[407 | 2447.06] loss=1.03 avg=1.32
[408 | 2452.26] loss=0.80 avg=1.31
[409 | 2457.55] loss=1.17 avg=1.31
[410 | 2462.76] loss=1.13 avg=1.31
[411 | 2467.94] loss=0.92 avg=1.31
[412 | 2473.23] loss=1.56 avg=1.31
[413 | 2478.37] loss=1.61 avg=1.31
[414 | 2483.47] loss=1.04 avg=1.31
[415 | 2488.67] loss=1.19 avg=1.31
[416 | 2493.74] loss=0.68 avg=1.30
[417 | 2498.82] loss=1.07 avg=1.30
[418 | 2503.90] loss=1.02 avg=1.30
[419 | 2509.06] loss=0.97 avg=1.29
[420 | 2514.20] loss=1.02 avg=1.29
[421 | 2519.30] loss=1.04 avg=1.29
[422 | 2524.54] loss=1.67 avg=1.29
[423 | 2529.72] loss=0.83 avg=1.29
[424 | 2534.88] loss=1.82 avg=1.29
[425 | 2540.03] loss=0.91 avg=1.29
[426 | 2545.25] loss=1.05 avg=1.29
[427 | 2550.35] loss=1.28 avg=1.29
[428 | 2555.48] loss=1.00 avg=1.28
[429 | 2560.68] loss=0.91 avg=1.28
[430 | 2565.85] loss=1.21 avg=1.28
[431 | 2570.97] loss=0.83 avg=1.27
[432 | 2576.10] loss=1.93 avg=1.28
[433 | 2581.17] loss=1.19 avg=1.28
[434 | 2586.22] loss=1.20 avg=1.28
[435 | 2591.31] loss=1.32 avg=1.28
[436 | 2596.43] loss=1.02 avg=1.28
[437 | 2601.63] loss=1.23 avg=1.28
[438 | 2606.68] loss=1.11 avg=1.28
[439 | 2612.02] loss=1.31 avg=1.28
[440 | 2617.08] loss=1.34 avg=1.28
[441 | 2622.34] loss=1.62 avg=1.28
[442 | 2627.54] loss=1.20 avg=1.28
[443 | 2632.73] loss=1.24 avg=1.28
[444 | 2637.92] loss=1.11 avg=1.28
[445 | 2643.21] loss=1.12 avg=1.28
[446 | 2648.40] loss=2.22 avg=1.28
[447 | 2653.54] loss=0.93 avg=1.28
[448 | 2658.74] loss=1.33 avg=1.28
[449 | 2664.00] loss=0.90 avg=1.28
[450 | 2669.20] loss=1.30 avg=1.28
[451 | 2674.31] loss=1.37 avg=1.28
[452 | 2679.48] loss=1.21 avg=1.28
[453 | 2684.73] loss=1.25 avg=1.28
[454 | 2689.82] loss=2.26 avg=1.29
[455 | 2695.03] loss=1.40 avg=1.29
[456 | 2700.19] loss=1.15 avg=1.29
[457 | 2705.48] loss=0.89 avg=1.28
[458 | 2710.60] loss=1.14 avg=1.28
[459 | 2715.80] loss=1.23 avg=1.28
[460 | 2721.11] loss=1.05 avg=1.28
[461 | 2726.54] loss=1.64 avg=1.28
[462 | 2731.80] loss=0.71 avg=1.28
[463 | 2737.09] loss=0.99 avg=1.27
[464 | 2742.38] loss=0.85 avg=1.27
[465 | 2747.57] loss=1.45 avg=1.27
[466 | 2752.89] loss=1.62 avg=1.28
[467 | 2758.09] loss=1.13 avg=1.27
[468 | 2763.36] loss=1.59 avg=1.28
[469 | 2768.83] loss=0.93 avg=1.27
[470 | 2774.08] loss=0.87 avg=1.27
[471 | 2779.46] loss=1.04 avg=1.27
[472 | 2784.96] loss=1.25 avg=1.27
[473 | 2790.25] loss=2.18 avg=1.28
[474 | 2795.42] loss=1.06 avg=1.27
[475 | 2800.55] loss=2.12 avg=1.28
[476 | 2805.84] loss=1.09 avg=1.28
[477 | 2811.09] loss=1.43 avg=1.28
[478 | 2816.23] loss=1.27 avg=1.28
[479 | 2821.38] loss=1.51 avg=1.28
[480 | 2826.63] loss=1.26 avg=1.28
[481 | 2831.74] loss=0.86 avg=1.28
[482 | 2836.91] loss=0.93 avg=1.28
[483 | 2842.07] loss=1.04 avg=1.27
[484 | 2847.11] loss=1.48 avg=1.28
[485 | 2852.18] loss=1.13 avg=1.27
[486 | 2857.46] loss=1.15 avg=1.27
[487 | 2862.74] loss=1.53 avg=1.28
[488 | 2867.86] loss=1.34 avg=1.28
[489 | 2873.05] loss=1.22 avg=1.28
[490 | 2878.16] loss=0.91 avg=1.27
[491 | 2883.29] loss=1.75 avg=1.28
[492 | 2888.56] loss=1.07 avg=1.27
[493 | 2893.81] loss=1.31 avg=1.28
[494 | 2899.02] loss=1.35 avg=1.28
[495 | 2904.22] loss=1.09 avg=1.27
[496 | 2909.41] loss=1.49 avg=1.28
[497 | 2914.56] loss=1.14 avg=1.28
[498 | 2919.92] loss=1.41 avg=1.28
[499 | 2925.12] loss=2.31 avg=1.29
Generating samples...
======== SAMPLE 1 ========
                                                                        )       }    return   train logger.logging (
                                                             )
                       train logger.logger (
                                                    ) train logger.logger_list.join (
                               )
               train logger.logger_list.join(
                 )

    return train logger.logging(
                       )
    def log_list ( self ,       ):
             self .logging = None
             self .logger = None

    for line in self .log_list:
            log .log_list(
                                                                                                  )
             assert len(self._logging) == len(self.log_list)

    assert_numeric( self._logging) != 0
            self._logging.error_message += ' Logging exception found %s.' % self._logging
    assert_numeric( self._logging.message) != 0
           assert_numeric( self._logging.message) != 0

    assert_numeric( self._logging.info) != 0
        assert_numeric( self._logging.status) != 0
        assert_numeric( self._logging.status) != 0
           assert_numeric( self._logging.error) != 0
 for line in self .log_list:
                 assert_numeric(line[0]):
              assert_numeric(line[1]):
                 assert_numeric(line[2]):
                  assert_numeric(line[3]):
                    assert_numeric(line[4]):
                assert_numeric(line[5]):
                assert_numeric(line[5]):
               assert_numeric(line[6]):
                    assert_numeric(line[7]):
              assert

[500 | 3012.51] loss=1.30 avg=1.29
[501 | 3017.78] loss=1.44 avg=1.29
[502 | 3023.11] loss=1.37 avg=1.29
[503 | 3028.38] loss=1.15 avg=1.29
[504 | 3033.61] loss=2.01 avg=1.30
[505 | 3038.79] loss=1.30 avg=1.30
[506 | 3043.93] loss=0.99 avg=1.29
[507 | 3049.13] loss=1.56 avg=1.29
[508 | 3054.32] loss=0.88 avg=1.29
[509 | 3059.55] loss=1.57 avg=1.29
[510 | 3064.61] loss=1.20 avg=1.29
[511 | 3069.90] loss=0.88 avg=1.29
[512 | 3075.09] loss=1.14 avg=1.29
[513 | 3080.25] loss=0.97 avg=1.28
[514 | 3085.55] loss=0.88 avg=1.28
[515 | 3090.90] loss=1.10 avg=1.28
[516 | 3096.14] loss=1.30 avg=1.28
[517 | 3101.48] loss=0.79 avg=1.27
[518 | 3106.65] loss=0.97 avg=1.27
[519 | 3111.84] loss=1.13 avg=1.27
[520 | 3117.01] loss=1.04 avg=1.27
[521 | 3122.15] loss=1.00 avg=1.26
[522 | 3127.32] loss=0.92 avg=1.26
[523 | 3132.52] loss=0.69 avg=1.25
[524 | 3137.74] loss=0.93 avg=1.25
[525 | 3142.94] loss=0.81 avg=1.25
[526 | 3148.15] loss=1.40 avg=1.25
[527 | 3153.16] loss=1.23 avg=1.25
[528 | 3158.46] loss=1.15 avg=1.25
[529 | 3163.65] loss=1.34 avg=1.25
[530 | 3168.91] loss=1.15 avg=1.25
[531 | 3174.26] loss=0.69 avg=1.24
[532 | 3179.75] loss=1.26 avg=1.24
[533 | 3185.25] loss=1.33 avg=1.24
[534 | 3190.76] loss=1.23 avg=1.24
[535 | 3196.09] loss=1.03 avg=1.24
[536 | 3201.40] loss=0.97 avg=1.24
[537 | 3206.72] loss=1.01 avg=1.24
[538 | 3212.09] loss=0.72 avg=1.23
[539 | 3217.35] loss=0.85 avg=1.23
[540 | 3222.67] loss=0.79 avg=1.22
[541 | 3228.10] loss=1.12 avg=1.22
[542 | 3233.56] loss=1.05 avg=1.22
[543 | 3238.90] loss=1.55 avg=1.22
[544 | 3244.22] loss=0.64 avg=1.22
[545 | 3249.48] loss=1.03 avg=1.21
[546 | 3254.82] loss=1.21 avg=1.21
[547 | 3260.17] loss=0.77 avg=1.21
[548 | 3265.49] loss=1.04 avg=1.21
[549 | 3270.85] loss=1.14 avg=1.21
[550 | 3276.27] loss=1.06 avg=1.21
[551 | 3281.62] loss=0.95 avg=1.20
[552 | 3286.98] loss=0.85 avg=1.20
[553 | 3292.30] loss=1.52 avg=1.20
[554 | 3297.59] loss=1.04 avg=1.20
[555 | 3302.96] loss=0.68 avg=1.20
[556 | 3308.30] loss=1.00 avg=1.19
[557 | 3313.58] loss=1.21 avg=1.19
[558 | 3318.91] loss=1.28 avg=1.20
[559 | 3324.14] loss=1.36 avg=1.20
[560 | 3329.52] loss=1.07 avg=1.20
[561 | 3334.85] loss=1.52 avg=1.20
[562 | 3340.26] loss=1.17 avg=1.20
[563 | 3345.72] loss=0.82 avg=1.20
[564 | 3351.04] loss=1.68 avg=1.20
[565 | 3356.54] loss=1.94 avg=1.21
[566 | 3361.81] loss=0.65 avg=1.20
[567 | 3367.11] loss=1.51 avg=1.21
[568 | 3372.44] loss=1.22 avg=1.21
[569 | 3377.72] loss=1.19 avg=1.20
[570 | 3383.00] loss=1.94 avg=1.21
[571 | 3388.28] loss=0.96 avg=1.21
[572 | 3393.62] loss=1.00 avg=1.21
[573 | 3398.92] loss=1.04 avg=1.21
[574 | 3404.19] loss=0.71 avg=1.20
[575 | 3409.48] loss=0.92 avg=1.20
[576 | 3414.79] loss=1.22 avg=1.20
[577 | 3420.08] loss=1.49 avg=1.20
[578 | 3425.52] loss=1.13 avg=1.20
[579 | 3430.83] loss=1.01 avg=1.20
[580 | 3436.17] loss=1.10 avg=1.20
[581 | 3441.50] loss=0.83 avg=1.19
[582 | 3446.91] loss=0.87 avg=1.19
[583 | 3452.30] loss=0.86 avg=1.19
[584 | 3457.61] loss=1.29 avg=1.19
[585 | 3463.00] loss=0.68 avg=1.18
[586 | 3468.31] loss=0.94 avg=1.18
[587 | 3473.63] loss=1.11 avg=1.18
[588 | 3478.95] loss=1.30 avg=1.18
[589 | 3484.14] loss=1.05 avg=1.18
[590 | 3489.29] loss=0.93 avg=1.18
[591 | 3494.43] loss=1.25 avg=1.18
[592 | 3499.63] loss=0.98 avg=1.18
[593 | 3504.96] loss=1.13 avg=1.18
[594 | 3510.31] loss=0.85 avg=1.17
[595 | 3515.62] loss=1.80 avg=1.18
[596 | 3520.87] loss=0.66 avg=1.17
[597 | 3526.19] loss=0.83 avg=1.17
[598 | 3531.52] loss=1.17 avg=1.17
[599 | 3536.71] loss=1.32 avg=1.17
Generating samples...
======== SAMPLE 1 ========
almuar:
        "The first thing that we need to do is to make a separate configuration for the server's API call.
         "This will give those servers a chance to respond to requests like they do for any other service.
         The default for all server side interfaces is to give those services a
         blank API call, regardless of how this is configured.
         """
        request = self.client.get(client_id, server_id)
         if request else None:
            return self.client.get(server_id, client_id)
           else:
             request.start(request)
           self.server = server_id
           request["api-name"] = (requests)
           if self.client.configures(request["client.api.call"]) and self.client.api.call():
             # make this possible instead of having a whole array of requests, and the list does the rest
            response_orderwise
            # and get them into the array
           update_status = self.client.get(server_id, "update_status")
            self.api(update_status)

           if request does not exist:
              return -1
             return (request, update_status) / request
         return (update_status + "updated" + 1):
              ret = server.status.get(update_status)
           if ret > 0 and update_data.status is not None:
             ret = client_get('/update_data',
             request['update_data'].update(update_data).split(update_data) [u'def', u'set_connection', u'(', u'update_id', u'', u',', u'update_ids', u'=', u'None', u')', u':', u'update_data', u'=', u'update_data', u'.', u'set_url', u'(', u'update_id', u',', u'update_ids', u')', u'except', u'as', u'as.str', u':', u'update_data', u'=', u'{', u':', u'update_id', u',}', u'return', u'update_id'] To create a separate configuration for the server's API call.       Default for all server side interfaces. """
        request = self.client.get(client_id, server_id)
         if request else None:
              # This needs to be a single 'update_data' parameter because it can't get a
              update_data instance
             self.client.configure()
              if request else ''.lower():
              update_type = self.client.sync(update_data)
             updates_type = update_type.get('update-type' + update_id)
              if update_data in list(update_name):
                update_data = update_type.get('update-type' + update_id)
      

[600 | 3623.73] loss=1.14 avg=1.17
[601 | 3628.99] loss=1.26 avg=1.17
[602 | 3634.41] loss=0.98 avg=1.17
[603 | 3639.66] loss=1.01 avg=1.17
[604 | 3645.13] loss=1.54 avg=1.17
[605 | 3650.41] loss=1.21 avg=1.17
[606 | 3655.71] loss=0.92 avg=1.17
[607 | 3660.89] loss=1.14 avg=1.17
[608 | 3666.07] loss=0.81 avg=1.17
[609 | 3671.21] loss=1.74 avg=1.17
[610 | 3676.42] loss=2.05 avg=1.18
[611 | 3681.60] loss=1.49 avg=1.18
[612 | 3686.92] loss=1.09 avg=1.18
[613 | 3692.13] loss=1.25 avg=1.18
[614 | 3697.51] loss=0.84 avg=1.18
[615 | 3702.68] loss=1.10 avg=1.18
[616 | 3708.05] loss=1.21 avg=1.18
[617 | 3713.38] loss=1.64 avg=1.18
[618 | 3718.59] loss=1.34 avg=1.19
[619 | 3723.79] loss=0.70 avg=1.18
[620 | 3728.92] loss=1.69 avg=1.19
[621 | 3734.19] loss=0.81 avg=1.18
[622 | 3739.53] loss=1.15 avg=1.18
[623 | 3744.74] loss=1.34 avg=1.18
[624 | 3749.89] loss=1.59 avg=1.19
[625 | 3755.08] loss=0.86 avg=1.18
[626 | 3760.23] loss=1.14 avg=1.18
[627 | 3765.38] loss=0.82 avg=1.18
[628 | 3770.58] loss=1.64 avg=1.19
[629 | 3775.82] loss=1.26 avg=1.19
[630 | 3781.02] loss=1.73 avg=1.19
[631 | 3786.15] loss=1.08 avg=1.19
[632 | 3791.41] loss=1.07 avg=1.19
[633 | 3796.84] loss=1.31 avg=1.19
[634 | 3802.00] loss=1.16 avg=1.19
[635 | 3807.17] loss=0.89 avg=1.19
[636 | 3812.36] loss=1.03 avg=1.19
[637 | 3817.46] loss=1.00 avg=1.18
[638 | 3822.66] loss=1.07 avg=1.18
[639 | 3827.85] loss=1.09 avg=1.18
[640 | 3833.08] loss=1.33 avg=1.18
[641 | 3838.30] loss=0.99 avg=1.18
[642 | 3843.50] loss=1.41 avg=1.18
[643 | 3848.69] loss=0.89 avg=1.18
[644 | 3853.91] loss=1.48 avg=1.18
[645 | 3859.18] loss=1.05 avg=1.18
[646 | 3864.40] loss=1.48 avg=1.18
[647 | 3869.65] loss=1.98 avg=1.19
[648 | 3874.84] loss=0.95 avg=1.19
[649 | 3879.99] loss=0.78 avg=1.19
[650 | 3885.29] loss=1.20 avg=1.19
[651 | 3890.59] loss=1.64 avg=1.19
[652 | 3895.86] loss=0.87 avg=1.19
[653 | 3901.16] loss=1.05 avg=1.19
[654 | 3906.39] loss=0.77 avg=1.18
[655 | 3911.61] loss=1.49 avg=1.19
[656 | 3916.96] loss=1.12 avg=1.18
[657 | 3922.28] loss=0.91 avg=1.18
[658 | 3927.68] loss=1.08 avg=1.18
[659 | 3933.01] loss=0.92 avg=1.18
[660 | 3938.35] loss=0.97 avg=1.18
[661 | 3943.74] loss=1.11 avg=1.18
[662 | 3949.13] loss=0.88 avg=1.17
[663 | 3954.52] loss=1.14 avg=1.17
[664 | 3960.04] loss=1.28 avg=1.17
[665 | 3965.50] loss=0.96 avg=1.17
[666 | 3970.93] loss=1.16 avg=1.17
[667 | 3976.43] loss=1.04 avg=1.17
[668 | 3981.90] loss=1.91 avg=1.18
[669 | 3987.37] loss=1.59 avg=1.18
[670 | 3992.98] loss=0.78 avg=1.18
[671 | 3998.43] loss=1.15 avg=1.18
[672 | 4003.73] loss=0.94 avg=1.17
[673 | 4008.99] loss=1.96 avg=1.18
[674 | 4014.24] loss=0.68 avg=1.18
[675 | 4019.53] loss=1.33 avg=1.18
[676 | 4024.77] loss=1.11 avg=1.18
[677 | 4029.96] loss=1.18 avg=1.18
[678 | 4035.14] loss=1.40 avg=1.18
[679 | 4040.57] loss=1.01 avg=1.18
[680 | 4045.82] loss=1.52 avg=1.18
[681 | 4051.19] loss=1.27 avg=1.18
[682 | 4056.48] loss=1.08 avg=1.18
[683 | 4061.68] loss=1.16 avg=1.18
[684 | 4067.08] loss=1.36 avg=1.18
[685 | 4072.62] loss=1.11 avg=1.18
[686 | 4078.00] loss=1.04 avg=1.18
[687 | 4083.17] loss=1.00 avg=1.18
[688 | 4088.65] loss=1.15 avg=1.18
[689 | 4094.10] loss=1.50 avg=1.18
[690 | 4099.74] loss=1.32 avg=1.18
[691 | 4105.73] loss=1.45 avg=1.19
[692 | 4111.17] loss=1.21 avg=1.19
[693 | 4116.54] loss=1.71 avg=1.19
[694 | 4122.12] loss=0.75 avg=1.19
[695 | 4127.52] loss=1.40 avg=1.19
[696 | 4132.84] loss=1.32 avg=1.19
[697 | 4138.27] loss=0.92 avg=1.19
[698 | 4144.28] loss=1.34 avg=1.19
[699 | 4149.97] loss=0.77 avg=1.19
Generating samples...
======== SAMPLE 1 ========
                                                         (
                                                 )
                                        )
                                                                     )
                                                                                     ) }

        [ { "name": "M. H. Oates" }, { "name": "M. L" } ]   ..
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          

[700 | 4237.24] loss=0.79 avg=1.18
[701 | 4242.43] loss=0.57 avg=1.18
[702 | 4247.58] loss=0.93 avg=1.17
[703 | 4252.78] loss=1.22 avg=1.17
[704 | 4258.00] loss=0.97 avg=1.17
[705 | 4263.12] loss=1.21 avg=1.17
[706 | 4268.27] loss=0.88 avg=1.17
[707 | 4273.41] loss=1.03 avg=1.17
[708 | 4278.71] loss=1.01 avg=1.17
[709 | 4284.12] loss=1.41 avg=1.17
[710 | 4289.30] loss=1.39 avg=1.17
[711 | 4294.56] loss=1.32 avg=1.17
[712 | 4299.75] loss=1.16 avg=1.17
[713 | 4304.93] loss=0.90 avg=1.17
[714 | 4310.09] loss=2.02 avg=1.18
[715 | 4315.21] loss=1.17 avg=1.18
[716 | 4320.29] loss=0.93 avg=1.18
[717 | 4325.42] loss=0.65 avg=1.17
[718 | 4330.52] loss=1.68 avg=1.18
[719 | 4335.70] loss=1.48 avg=1.18
[720 | 4340.80] loss=1.16 avg=1.18
[721 | 4345.98] loss=0.91 avg=1.18
[722 | 4351.14] loss=1.33 avg=1.18
[723 | 4356.30] loss=1.26 avg=1.18
[724 | 4361.53] loss=1.11 avg=1.18
[725 | 4366.71] loss=0.91 avg=1.17
[726 | 4371.90] loss=1.04 avg=1.17
[727 | 4376.99] loss=0.93 avg=1.17
[728 | 4382.15] loss=1.36 avg=1.17
[729 | 4387.41] loss=1.35 avg=1.17
[730 | 4392.61] loss=1.14 avg=1.17
[731 | 4397.86] loss=0.98 avg=1.17
[732 | 4403.03] loss=1.48 avg=1.17
[733 | 4408.17] loss=1.07 avg=1.17
[734 | 4413.27] loss=1.35 avg=1.18
[735 | 4418.43] loss=1.14 avg=1.18
[736 | 4423.78] loss=1.00 avg=1.17
[737 | 4428.96] loss=1.07 avg=1.17
[738 | 4434.20] loss=1.17 avg=1.17
[739 | 4439.34] loss=1.23 avg=1.17
[740 | 4444.58] loss=1.17 avg=1.17
[741 | 4449.75] loss=1.08 avg=1.17
[742 | 4454.93] loss=1.41 avg=1.17
[743 | 4460.18] loss=0.77 avg=1.17
[744 | 4465.36] loss=1.11 avg=1.17
[745 | 4470.64] loss=1.64 avg=1.17
[746 | 4475.90] loss=0.96 avg=1.17
[747 | 4481.03] loss=1.28 avg=1.17
[748 | 4486.21] loss=1.17 avg=1.17
[749 | 4491.32] loss=1.04 avg=1.17
[750 | 4496.51] loss=1.00 avg=1.17
[751 | 4501.62] loss=0.96 avg=1.17
[752 | 4506.80] loss=1.09 avg=1.17
[753 | 4511.91] loss=1.43 avg=1.17
[754 | 4517.00] loss=0.97 avg=1.17
[755 | 4522.12] loss=1.23 avg=1.17
[756 | 4527.24] loss=1.50 avg=1.17
[757 | 4532.31] loss=1.36 avg=1.17
[758 | 4537.45] loss=0.85 avg=1.17
[759 | 4542.60] loss=1.22 avg=1.17
[760 | 4547.76] loss=0.97 avg=1.17
[761 | 4553.01] loss=1.21 avg=1.17
[762 | 4558.20] loss=0.55 avg=1.16
[763 | 4563.34] loss=1.53 avg=1.17
[764 | 4568.58] loss=1.27 avg=1.17
[765 | 4573.70] loss=1.48 avg=1.17
[766 | 4578.83] loss=1.42 avg=1.17
[767 | 4583.95] loss=0.80 avg=1.17
[768 | 4589.05] loss=1.40 avg=1.17
[769 | 4594.18] loss=1.05 avg=1.17
[770 | 4599.25] loss=0.59 avg=1.17
[771 | 4604.39] loss=1.10 avg=1.16
[772 | 4609.41] loss=1.19 avg=1.16
[773 | 4614.53] loss=0.98 avg=1.16
[774 | 4619.61] loss=1.16 avg=1.16
[775 | 4624.74] loss=1.14 avg=1.16
[776 | 4629.86] loss=0.72 avg=1.16
[777 | 4635.06] loss=1.45 avg=1.16
[778 | 4640.23] loss=1.13 avg=1.16
[779 | 4645.47] loss=1.06 avg=1.16
[780 | 4650.64] loss=1.83 avg=1.17
[781 | 4655.83] loss=0.80 avg=1.16
[782 | 4661.04] loss=0.55 avg=1.16
[783 | 4666.19] loss=1.64 avg=1.16
[784 | 4671.38] loss=1.05 avg=1.16
[785 | 4676.52] loss=0.73 avg=1.16
[786 | 4681.62] loss=0.72 avg=1.15
[787 | 4686.77] loss=1.09 avg=1.15
[788 | 4691.97] loss=1.04 avg=1.15
[789 | 4697.15] loss=1.34 avg=1.15
[790 | 4702.24] loss=0.76 avg=1.15
[791 | 4707.46] loss=1.40 avg=1.15
[792 | 4712.63] loss=1.27 avg=1.15
[793 | 4717.80] loss=1.01 avg=1.15
[794 | 4722.97] loss=0.84 avg=1.15
[795 | 4728.19] loss=1.11 avg=1.15
[796 | 4733.46] loss=1.70 avg=1.15
[797 | 4738.62] loss=0.66 avg=1.15
[798 | 4743.58] loss=1.28 avg=1.15
[799 | 4748.63] loss=1.01 avg=1.15
Generating samples...
======== SAMPLE 1 ========
 u'(', u"'{0}'").trim()', u')= u"'{1}'", u'}', u'if', u'if', u'a', u'is', u'not', u'a', u'in', u'', u'.', u'join', u'(', u"'{1}'").join()', u')', u'else', u':', u'if', u'if', u'a', u'not', u'a', u'in', u'.', u'join', u'(', u"'{2}'".format(u'1', u'(', u',', u"'{0}'".format(u'n', u'(', u'a', u'(', u',', u"'{0}'".format(u'c', u'(', u'a', u')', u')', u')', u')', u')', u')', u'else', u':', u'if', u'a', u'not', u'a', u'in', u'.', u'join', u'(', u"'{1}'".format(u'n', u'(', u'a', u')', u')', u')', u'else', u':', u'if', u'a', u'try', u':', u'abort', u'if', u'a', u'not', u'not', u'and', u'not', u'b', u'.', u'notif', u'(', u'a', u.', u'is', u'True', u')', u':', u'a', u'site', u'.', u'add_query_list_from_a_collection', u'(', u'a', u'where', u'a', u'is', u'True', u')', u'b', u'.', u'join', u'(', u',', u'a', u'(', u',', u"'{0}'").join(), u'(', u',', u"'{1}'".format(u'k', u'(', u')', u')', u')', u',', u')', u'else', u':', u'abort', u'if', u'a', u'not', u'any', u'index', u'in', u'a', u'.', u'join', u'(', u'a', u')', u':', u'a', u'[', u'1', u']', u'join', u'(', u',', u'a', u'[', u'1', u']', u')', u'else', u':', u'return', u'[', u'1', u']', u'continue', u'site', u'.', u'add_query_list_from_a_collection', u'(', u'a', u'where', u'a', u'is', u'True', u')', u'b', u'.', u'join', u'(', u',', u'a', u'(', u')', u')', u',', u')', u'] Indexing Example [u'Indexing', u'site', u'.', u'a_collection', u'; u'make_query_list_from_a_collection', u'data_list_of_a_collection', u')', u':', u'make_query_list_from_a_collection', u'(', u'make_query_list_in_a_collection', u')', u'[', u',', u'1', u':', u'index', u']', u'make_query_list_from_a_collection', u'token_list_from_collection_from', u'(', u'make_query_list_in_a_collection', u')', u'[', u',', u'1', u']', u')', u'[', u',', u'1', u']', u'for', u'rend', u'in', u'servers', u':', u'make', u'data_list_from_collection_from_a_collection', u'(', u'make_query_list_in_a_collection', u'(', u'index', u')', u')', u'[', u',', u'1', u"]', u'site', u'.', u'a_collection', u'(', u'make

[800 | 4836.70] loss=0.89 avg=1.14
[801 | 4841.91] loss=1.20 avg=1.15
[802 | 4847.18] loss=1.70 avg=1.15
[803 | 4852.46] loss=1.53 avg=1.15
[804 | 4857.94] loss=1.03 avg=1.15
[805 | 4863.28] loss=1.17 avg=1.15
[806 | 4868.57] loss=0.56 avg=1.15
[807 | 4873.87] loss=1.37 avg=1.15
[808 | 4879.13] loss=0.71 avg=1.15
[809 | 4884.44] loss=1.67 avg=1.15
[810 | 4889.58] loss=0.79 avg=1.15
[811 | 4894.77] loss=0.85 avg=1.14
[812 | 4900.31] loss=0.95 avg=1.14
[813 | 4905.51] loss=1.92 avg=1.15
[814 | 4910.83] loss=1.05 avg=1.15
[815 | 4916.07] loss=1.32 avg=1.15
[816 | 4921.28] loss=1.28 avg=1.15
[817 | 4926.35] loss=1.28 avg=1.15
[818 | 4931.55] loss=0.55 avg=1.15
[819 | 4936.84] loss=1.37 avg=1.15
[820 | 4942.03] loss=0.95 avg=1.15
[821 | 4947.25] loss=1.21 avg=1.15
[822 | 4952.59] loss=1.11 avg=1.15
[823 | 4957.84] loss=1.19 avg=1.15
[824 | 4963.24] loss=1.72 avg=1.15
[825 | 4968.56] loss=1.16 avg=1.15
[826 | 4973.68] loss=1.23 avg=1.15
[827 | 4978.99] loss=1.02 avg=1.15
[828 | 4984.18] loss=0.93 avg=1.15
[829 | 4989.43] loss=0.90 avg=1.15
[830 | 4994.73] loss=0.85 avg=1.15
[831 | 4999.99] loss=0.87 avg=1.14
[832 | 5005.12] loss=0.58 avg=1.14
[833 | 5010.28] loss=0.98 avg=1.14
[834 | 5015.54] loss=1.13 avg=1.14
[835 | 5020.88] loss=1.11 avg=1.14
[836 | 5026.19] loss=0.97 avg=1.13
[837 | 5031.59] loss=1.35 avg=1.14
[838 | 5037.05] loss=1.01 avg=1.13
[839 | 5042.43] loss=1.06 avg=1.13
[840 | 5047.75] loss=0.85 avg=1.13
[841 | 5053.03] loss=0.91 avg=1.13
[842 | 5058.46] loss=0.95 avg=1.13
[843 | 5063.74] loss=1.24 avg=1.13
[844 | 5069.04] loss=1.36 avg=1.13
[845 | 5074.38] loss=1.43 avg=1.13
[846 | 5079.72] loss=0.96 avg=1.13
[847 | 5084.99] loss=1.39 avg=1.13
[848 | 5090.29] loss=1.14 avg=1.13
[849 | 5095.51] loss=1.32 avg=1.14
[850 | 5100.90] loss=1.03 avg=1.14
[851 | 5106.16] loss=0.89 avg=1.13
[852 | 5111.41] loss=1.50 avg=1.14
[853 | 5116.69] loss=0.91 avg=1.13
[854 | 5121.89] loss=0.87 avg=1.13
[855 | 5127.11] loss=0.75 avg=1.13
[856 | 5132.24] loss=1.38 avg=1.13
[857 | 5137.86] loss=1.64 avg=1.14
